gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,depth,is_seed,truncated_by_depth,observability,upstream_seed_count,betweenness,same_day_ratio,in_cycle
100000003349739100,peripheral,1.0,51,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000003684369100,coordinator,0.9386025812194037,6,0.9893190921228304,"Связующий профиль: seed-ветвей 1, соседних кластеров 9; in/out degree 24/62, bridge pctl 99%.",24,62,3848436.0,8588655.0,58,67,0.002006875179137934,2.2317260830113845,0,True,False,0.7,1,0.0015795119940352825,0.8874932570010259,True
100000003770083100,peripheral,1.0,52,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000003975102100,peripheral,0.40060080106809076,1,0.4463729417000445,"Периферийный профиль: in/out degree 1/2, оборот 114.2 тыс. KZT; выраженной структурной роли нет.",1,2,25650.0,88500.0,1,2,0.00034348636159733774,3.4502923976608186,0,True,False,0.7,1,1.4841199168892846e-06,0.0,False
100000003977183100,distributor,0.8065670339893594,9,0.7792612372051625,"Признаки распределения: 4 получ., 6 tx, 766.0 тыс. KZT; вход: 2 плательщ., 123.8 тыс. KZT.",2,4,123800.0,766000.0,2,6,0.0003296101966492377,6.187399030694669,0,True,False,0.7,1,0.0,0.6623586429725363,True
100000004007116100,distributor,0.7554631359790491,21,0.8687138406764575,"Признаки распределения: 4 получ., 6 tx, 148.0 тыс. KZT; вход: 3 плательщ., 764.7 тыс. KZT.",3,4,764704.0,148000.0,24,6,0.0006237322183082366,0.19353893794200108,0,True,False,0.7,1,0.0,0.066496317529397,True
100000004019124100,terminal,0.9119077881619938,1,0.7093902981753449,"Получатель-кандидат: 3 плательщ., 3 tx, 193.0 тыс. KZT; исходящих рёбер 0.",3,0,193000.0,0.0,3,0,0.0011947521863804583,0.0,0,True,False,0.7,1,0.0,0.0,False
100000004021459100,peripheral,1.0,53,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000004041163100,coordinator,0.7173653760569647,1,0.9506008010680908,"Связующий профиль: seed-ветвей 1, соседних кластеров 0; in/out degree 1/2, bridge pctl 82%.",1,2,50000.0,866000.0,1,6,0.0020671341251246806,17.32,0,True,False,0.7,1,1.3357079252003561e-05,0.96,True
100000004174835100,peripheral,1.0,54,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000004193835100,peripheral,0.440865598575879,1,0.4348019581664441,"Периферийный профиль: in/out degree 1/1, оборот 52.0 тыс. KZT; выраженной структурной роли нет.",1,1,47000.0,5000.0,1,1,0.00046713270376469077,0.10638297872340426,0,True,False,0.7,1,3.7102997922232114e-06,0.10638297872340426,False
100000004269433100,peripheral,0.452080551846907,6,0.35647530040053405,"Периферийный профиль: in/out degree 0/1, оборот 1.37 млн KZT; выраженной структурной роли нет.",0,1,0.0,1372000.0,0,67,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000004358004100,distributor,0.8434095514681501,0,0.6902536715620827,"Признаки распределения: 11 получ., 17 tx, 980.9 тыс. KZT; вход: 0 плательщ., 0 KZT.",0,11,0.0,980850.0,0,17,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000004388983100,peripheral,0.3097908322207387,46,0.2897196261682243,"Периферийный профиль: in/out degree 0/2, оборот 450.8 тыс. KZT; выраженной структурной роли нет.",0,2,0.0,450816.0,0,23,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000004714705100,peripheral,0.590865598575879,16,0.2585669781931464,"Периферийный профиль: in/out degree 0/1, оборот 36.5 тыс. KZT; выраженной структурной роли нет.",0,1,0.0,36550.0,0,1,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000004723755100,peripheral,0.5039719626168224,6,0.3166444147752559,"Периферийный профиль: in/out degree 0/1, оборот 95.0 тыс. KZT; выраженной структурной роли нет.",0,1,0.0,95000.0,0,5,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000004813068100,distributor,0.7428219691577569,20,0.6595460614152203,"Признаки распределения: 3 получ., 5 tx, 297.0 тыс. KZT; вход: 0 плательщ., 0 KZT.",0,3,0.0,297000.0,0,5,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000004971871100,peripheral,0.38199821984868715,43,0.573208722741433,"Периферийный профиль: in/out degree 1/1, оборот 31.1 тыс. KZT; выраженной структурной роли нет.",1,1,25400.0,5650.0,3,1,0.0007369536366081597,0.22244094488188976,0,True,False,0.7,1,0.0,0.0,True
100000005017150100,peripheral,1.0,55,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005087431100,peripheral,1.0,56,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005235389100,peripheral,1.0,57,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005264990100,coordinator,0.7926791277258567,16,0.7997329773030708,"Связующий профиль: seed-ветвей 1, соседних кластеров 1; in/out degree 1/2, bridge pctl 93%.",1,2,17070.0,122000.0,1,2,0.00036189040382094155,7.147041593438781,0,True,False,0.7,1,5.7880676758682096e-05,0.0,False
100000005370580100,peripheral,0.8099354695149088,11,0.18736092567868268,"Периферийный профиль: in/out degree 1/0, оборот 24.1 тыс. KZT; выраженной структурной роли нет.",1,0,24075.0,0.0,1,0,0.00034399606195509086,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005382566100,coordinator,0.8784579439252336,1,0.9439252336448598,"Связующий профиль: seed-ветвей 1, соседних кластеров 2; in/out degree 7/1, bridge pctl 89%.",7,1,393066.0,50000.0,11,1,0.002097760988120323,0.12720510041570626,0,True,False,0.7,1,2.6714158504007122e-05,0.12211689639907802,True
100000005386383100,peripheral,0.4404984423676013,1,0.46372941700044507,"Периферийный профиль: in/out degree 2/1, оборот 66.5 тыс. KZT; выраженной структурной роли нет.",2,1,37500.0,29000.0,2,1,0.0005212203482765324,0.7733333333333333,0,True,False,0.7,1,1.7067379044226773e-05,0.0,False
100000005392290100,peripheral,0.590865598575879,48,0.31019136626613264,"Периферийный профиль: in/out degree 0/1, оборот 81.5 тыс. KZT; выраженной структурной роли нет.",0,1,0.0,81465.0,0,1,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005395727100,peripheral,0.8099354695149088,1,0.21450823319982198,"Периферийный профиль: in/out degree 1/0, оборот 17.0 тыс. KZT; выраженной структурной роли нет.",1,0,17000.0,0.0,1,0,0.0003691073806396033,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005409680100,terminal,0.8319476635514019,16,0.6608811748998665,"Получатель-кандидат: 2 плательщ., 2 tx, 55.1 тыс. KZT; исходящих рёбер 0.",2,0,55060.0,0.0,2,0,0.0006293233058938023,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005417257100,peripheral,0.40060080106809076,16,0.22162883845126835,"Периферийный профиль: in/out degree 0/2, оборот 106.0 тыс. KZT; выраженной структурной роли нет.",0,2,0.0,106000.0,0,2,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005454368100,terminal,0.8220544726301735,11,0.6221628838451269,"Получатель-кандидат: 2 плательщ., 2 tx, 48.6 тыс. KZT; исходящих рёбер 0.",2,0,48600.0,0.0,2,0,0.0003918858897070487,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005480435100,peripheral,1.0,58,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005485830100,distributor,0.7959200848191772,38,0.6728971962616822,"Признаки распределения: 5 получ., 9 tx, 275.9 тыс. KZT; вход: 0 плательщ., 0 KZT.",0,5,0.0,275885.0,0,9,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005493505100,terminal,0.867586292834891,11,0.6884735202492211,"Получатель-кандидат: 3 плательщ., 3 tx, 62.0 тыс. KZT; исходящих рёбер 0.",3,0,62020.0,0.0,3,0,0.0006136658084435211,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005495722100,peripheral,1.0,59,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005498992100,distributor,0.8559145621130624,8,0.693813974187806,"Признаки распределения: 16 получ., 19 tx, 2.26 млн KZT; вход: 0 плательщ., 0 KZT.",0,16,0.0,2262868.0,0,19,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005519347100,peripheral,0.4404984423676013,1,0.4953271028037383,"Периферийный профиль: in/out degree 2/1, оборот 172.1 тыс. KZT; выраженной структурной роли нет.",2,1,73100.0,99000.0,2,1,0.0005531508068414891,1.3543091655266757,0,True,False,0.7,1,4.96361176217152e-07,0.0,False
100000005523088100,terminal,0.8411720516243881,1,0.7218513573653761,"Получатель-кандидат: 1 плательщ., 2 tx, 700.0 тыс. KZT; исходящих рёбер 0.",1,0,700000.0,0.0,2,0,0.001704296874655588,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005543136100,peripheral,0.590865598575879,11,0.22963951935914553,"Периферийный профиль: in/out degree 0/1, оборот 10.0 тыс. KZT; выраженной структурной роли нет.",0,1,0.0,10000.0,0,1,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005550592100,peripheral,1.0,60,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005560900100,peripheral,1.0,61,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005568407100,peripheral,1.0,62,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005668605100,terminal,0.8839870048954162,16,0.7000445037828216,"Получатель-кандидат: 3 плательщ., 3 tx, 94.5 тыс. KZT; исходящих рёбер 0.",3,0,94500.0,0.0,3,0,0.0008327527431786654,0.0,0,True,False,0.7,1,0.0,0.0,False
100000005744674100,peripheral,0.5506008010680907,1,0.2643524699599466,"Периферийный профиль: in/out degree 0/1, оборот 50.1 тыс. KZT; выраженной структурной роли нет.",0,1,0.0,50066.0,0,2,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000006232815100,distributor,0.7911828170822262,25,0.8397863818424566,"Признаки распределения: 5 получ., 5 tx, 296.5 тыс. KZT; вход: 1 плательщ., 160.0 тыс. KZT.",1,5,160000.0,296500.0,2,5,0.0005527071995426551,1.853125,0,True,False,0.7,1,0.0,0.0,True
100000006249740100,distributor,0.7522982869346233,41,0.6599910992434357,"Признаки распределения: 3 получ., 5 tx, 93.0 тыс. KZT; вход: 0 плательщ., 0 KZT.",0,3,0.0,93007.0,0,5,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000006831291100,peripheral,0.5299176680017802,41,0.29817534490431685,"Периферийный профиль: in/out degree 0/1, оборот 15.0 тыс. KZT; выраженной структурной роли нет.",0,1,0.0,15000.0,0,3,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000006866783100,coordinator,0.934766355140187,0,0.9933244325767691,"Связующий профиль: seed-ветвей 1, соседних кластеров 12; in/out degree 13/67, bridge pctl 100%.",13,67,838812.0,3948037.0,31,90,0.0008647971858762733,4.706700667133994,0,True,False,0.7,1,0.004565848431574097,0.9759266677157694,True
100000007018630100,peripheral,0.5039719626168224,45,0.3166444147752559,"Периферийный профиль: in/out degree 0/1, оборот 200.0 тыс. KZT; выраженной структурной роли нет.",0,1,0.0,200000.0,0,5,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000007747786100,distributor,0.8674191111349505,8,0.6978193146417445,"Признаки распределения: 31 получ., 35 tx, 4.24 млн KZT; вход: 0 плательщ., 0 KZT.",0,31,0.0,4238009.4,0,35,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000007982728100,distributor,0.8337922668339013,9,0.689363595905652,"Признаки распределения: 8 получ., 12 tx, 1.80 млн KZT; вход: 0 плательщ., 0 KZT.",0,8,0.0,1804384.0,0,12,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008117324100,peripheral,1.0,63,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008205000100,peripheral,1.0,64,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008314203100,peripheral,0.31444147752558965,37,0.562082777036048,"Периферийный профиль: in/out degree 2/2, оборот 709.1 тыс. KZT; выраженной структурной роли нет.",2,2,382076.0,327000.0,10,13,0.0004992320777271172,0.8558506684533967,0,True,False,0.7,1,0.0,0.11274196756666213,True
100000008418835100,distributor,0.7896568841338141,6,0.7739207832665776,"Признаки распределения: 4 получ., 6 tx, 186.2 тыс. KZT; вход: 1 плательщ., 1.37 млн KZT.",1,4,1372000.0,186179.0,67,6,0.0005254689776604536,0.13569897959183674,0,True,False,0.7,1,0.0,0.10873104956268222,False
100000008513251100,peripheral,1.0,65,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008516839100,terminal,0.9027088562527816,16,0.7156208277703605,"Получатель-кандидат: 3 плательщ., 4 tx, 155.0 тыс. KZT; исходящих рёбер 0.",3,0,155000.0,0.0,4,0,0.0010626714026646966,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008522127100,peripheral,0.5299176680017802,2,0.30707610146862485,"Периферийный профиль: in/out degree 0/1, оборот 145.0 тыс. KZT; выраженной структурной роли нет.",0,1,0.0,145000.0,0,3,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008571433100,coordinator,0.6434445927903871,40,0.8945260347129506,"Связующий профиль: seed-ветвей 1, соседних кластеров 0; in/out degree 2/2, bridge pctl 39%.",2,2,350000.0,1434000.0,2,3,0.001627672736798411,4.097142857142857,0,True,False,0.7,1,0.0,0.5714285714285714,True
100000008575624100,distributor,0.764381141710581,39,0.6626613262127281,"Признаки распределения: 3 получ., 5 tx, 89.5 тыс. KZT; вход: 0 плательщ., 0 KZT.",0,3,0.0,89500.0,0,5,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008601794100,peripheral,0.321906987093903,42,0.6097018246550957,"Периферийный профиль: in/out degree 2/1, оборот 1.37 млн KZT; выраженной структурной роли нет.",2,1,494400.0,871400.0,8,13,0.002440312791474024,1.7625404530744337,0,True,False,0.7,1,0.0,0.08737864077669903,True
100000008637537100,coordinator,0.8817779261237205,37,0.9354695149087673,"Связующий профиль: seed-ветвей 1, соседних кластеров 1; in/out degree 3/3, bridge pctl 93%.",3,3,619890.0,2351495.0,22,30,0.0008220105654758986,3.793406894771653,0,True,False,0.7,1,5.3428317008014244e-05,0.6282969559115327,True
100000008650785100,coordinator,0.7623497997329772,1,0.7846016911437472,"Связующий профиль: seed-ветвей 1, соседних кластеров 0; in/out degree 2/2, bridge pctl 87%.",2,2,92000.0,120120.0,2,2,0.0006087274786214477,1.3056521739130436,0,True,False,0.7,1,1.533590580785594e-05,0.0,False
100000008654653100,peripheral,0.590865598575879,1,0.2955051179350245,"Периферийный профиль: in/out degree 0/1, оборот 54.0 тыс. KZT; выраженной структурной роли нет.",0,1,0.0,54000.0,0,1,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008659445100,distributor,0.8163223223696872,34,0.8887405429461505,"Признаки распределения: 4 получ., 18 tx, 875.1 тыс. KZT; вход: 3 плательщ., 138.5 тыс. KZT.",3,4,138490.0,875150.0,7,18,0.0025466577804890613,6.319228825185934,0,True,False,0.7,1,0.0,0.04693479673622644,True
100000008669037100,peripheral,1.0,66,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008673001100,peripheral,0.8099354695149088,16,0.4470404984423676,"Периферийный профиль: in/out degree 1/0, оборот 80.0 тыс. KZT; выраженной структурной роли нет.",1,0,80000.0,0.0,1,0,0.0004662498832887171,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008680731100,distributor,0.8618361019011147,8,0.6951490876724522,"Признаки распределения: 27 получ., 28 tx, 1.46 млн KZT; вход: 0 плательщ., 0 KZT.",0,27,0.0,1464354.0,0,28,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008701222100,peripheral,1.0,67,0.004005340453938585,Изолированный seed: 0 входящих и 0 исходящих рёбер в наблюдаемом графе.,0,0,0.0,0.0,0,0,0.0002840372852218354,0.0,0,True,False,0.7,1,0.0,0.0,False
100000008738325100,coordinator,0.672456608811749,16,0.7294170004450379,"Связующий профиль: seed-ветвей 1, соседних кластеров 0; in/out degree 1/1, bridge pctl 78%.",1,1,36550.0,54000.0,1,1,0.0005254689776604536,1.4774281805745555,0,True,False,0.7,1,1.4841199168892846e-06,0.0,False
100000003134937100,peripheral,0.8099354695149088,1,0.09635068980863373,"Периферийный профиль: in/out degree 1/0, оборот 10.3 тыс. KZT; выраженной структурной роли нет.",1,0,10286.0,0.0,1,0,0.0002851359413482611,0.0,1,False,False,1.0,1,0.0,0.0,False
100000005074393100,coordinator,0.9124721851357366,29,0.9755229194481531,"Связующий профиль: seed-ветвей 1, соседних кластеров 2; in/out degree 4/6, bridge pctl 97%.",4,6,563026.0,685500.0,5,10,0.0010526790851850645,1.2175281425724567,1,False,False,1.0,1,0.00016028495102404273,0.017761169111195574,True
100000001924185100,terminal,0.871256608811749,6,0.6929238985313751,"Получатель-кандидат: 2 плательщ., 2 tx, 151.0 тыс. KZT; исходящих рёбер 0.",2,0,151000.0,0.0,2,0,0.00030853210789913904,0.0,1,False,False,1.0,2,0.0,0.0,False
100000004070318100,distributor,0.911781320782287,0,0.9692923898531375,"Признаки распределения: 19 получ., 37 tx, 551.9 тыс. KZT; вход: 4 плательщ., 207.2 тыс. KZT.",4,19,207246.55,551860.0,6,37,0.00031237634983032904,2.662818753798314,1,False,False,1.0,1,0.001126768270359613,0.7755255756971589,True
100000005807278100,peripheral,0.8099354695149088,38,0.09635068980863373,"Периферийный профиль: in/out degree 1/0, оборот 8.4 тыс. KZT; выраженной структурной роли нет.",1,0,8385.0,0.0,1,0,0.000291375142448933,0.0,1,False,False,1.0,1,0.0,0.0,False
100000003377795100,peripheral,0.8099354695149088,8,0.09635068980863373,"Периферийный профиль: in/out degree 1/0, оборот 7.0 тыс. KZT; выраженной структурной роли нет.",1,0,7000.0,0.0,1,0,0.000284436062498514,0.0,1,False,False,1.0,1,0.0,0.0,False
100000004330371100,coordinator,0.7594926568758343,1,0.9617267467734757,"Связующий профиль: seed-ветвей 1, соседних кластеров 0; in/out degree 2/2, bridge pctl 82%.",2,2,264171.0,90681.0,12,6,0.0012497220094322189,0.3432662934235779,1,False,False,1.0,1,1.3357079252003561e-05,0.20403450795128913,True
100000008165763100,coordinator,0.9256964842011571,0,0.9737427681352915,"Связующий профиль: seed-ветвей 1, соседних кластеров 7; in/out degree 15/17, bridge pctl 97%.",15,17,1165815.0,1267858.0,26,17,0.0009045430365854677,1.087529324978663,1,False,False,1.0,1,0.00018162548238238356,0.49310568143316047,False
100000001684867100,peripheral,0.8099354695149088,1,0.17712505562972852,"Периферийный профиль: in/out degree 1/0, оборот 30.6 тыс. KZT; выраженной структурной роли нет.",1,0,30550.0,0.0,1,0,0.0002873003558675971,0.0,1,False,False,1.0,1,0.0,0.0,False
100000003900547100,peripheral,0.8099354695149088,1,0.09635068980863373,"Периферийный профиль: in/out degree 1/0, оборот 23.7 тыс. KZT; выраженной структурной роли нет.",1,0,23700.0,0.0,1,0,0.0002865687017293494,0.0,1,False,False,1.0,1,0.0,0.0,False
100000006656003100,peripheral,0.440865598575879,4,0.45349354695149086,"Периферийный профиль: in/out degree 1/1, оборот 29.0 тыс. KZT; выраженной структурной роли нет.",1,1,20000.0,9000.0,1,1,0.00028820344467868364,0.45,1,False,False,1.0,1,0.0,0.45,True
100000008237827100,peripheral,0.8099354695149088,6,0.21228304405874499,"Периферийный профиль: in/out degree 1/0, оборот 40.0 тыс. KZT; выраженной структурной роли нет.",1,0,40001.0,0.0,1,0,0.000291982121978535,0.0,1,False,False,1.0,1,0.0,0.0,False
100000003014659100,peripheral,0.8099354695149088,6,0.5295950155763239,"Периферийный профиль: in/out degree 1/0, оборот 280.0 тыс. KZT; выраженной структурной роли нет.",1,0,280000.0,0.0,1,0,0.0003262677333798963,0.0,1,False,False,1.0,1,0.0,0.0,False
100000007939160100,coordinator,0.6981797952825989,35,0.9247886070315977,"Связующий профиль: seed-ветвей 1, соседних кластеров 0; in/out degree 1/2, bridge pctl 79%.",1,2,795000.0,14300.0,2,2,0.0006604775873838211,0.017987421383647798,1,False,False,1.0,1,2.968239833778569e-06,0.0,True
100000007274584100,peripheral,0.8099354695149088,6,0.2067200712060525,"Периферийный профиль: in/out degree 1/0, оборот 38.0 тыс. KZT; выраженной структурной роли нет.",1,0,38000.0,0.0,1,0,0.0002915846914555442,0.0,1,False,False,1.0,1,0.0,0.0,False
100000001524952100,peripheral,0.8099354695149088,0,0.3938584779706275,"Периферийный профиль: in/out degree 1/0, оборот 103.8 тыс. KZT; выраженной структурной роли нет.",1,0,103807.0,0.0,1,0,0.00030336491595405526,0.0,1,False,False,1.0,1,0.0,0.0,False
100000003131693100,peripheral,0.8099354695149088,6,0.5509568313306631,"Периферийный профиль: in/out degree 1/0, оборот 353.3 тыс. KZT; выраженной структурной роли нет.",1,0,353277.0,0.0,1,0,0.0003542037334330443,0.0,1,False,False,1.0,1,0.0,0.0,False
100000008383405100,terminal,0.7431820204717401,20,0.5878949710725412,"Получатель-кандидат: 1 плательщ., 2 tx, 25.0 тыс. KZT; исходящих рёбер 0.",1,0,25000.0,0.0,2,0,0.00030435981825538915,0.0,1,False,False,1.0,1,0.0,0.0,False
100000008736173100,peripheral,0.8099354695149088,4,0.1780151312861593,"Периферийный профиль: in/out degree 1/0, оборот 31.1 тыс. KZT; выраженной структурной роли нет.",1,0,31060.0,0.0,1,0,0.0002905073308583207,0.0,1,False,False,1.0,1,0.0,0.0,False
100000002861485100,peripheral,0.8099354695149088,1,0.17000445037828216,"Периферийный профиль: in/out degree 1/0, оборот 29.3 тыс. KZT; выраженной структурной роли нет.",1,0,29323.0,0.0,1,0,0.00028716929898765114,0.0,1,False,False,1.0,1,0.0,0.0,False
